FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA,CLASE SITIO,MARCA,LINEA,ARMA EMPLEADA,MOVIL VICTIMA,MOVIL AGRESOR,EDAD,GENERO,PAIS PERSONA,EMPLEADO,ESTADO  CIVIL,ESCOLARIDAD ,CODIGO DANE,2014
23/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,12:30,MIAMI E-7,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,20,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,2
23/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,12:45,LA PERSEVERANCIA E-3,URBANA,VIAS PUBLICAS,SAMSUNG,NO REPORTADO,CONTUNDENTES,VEHICULO,A PIE,31,FEMENINO,COLOMBIA,EMPLEADO PUBLICO,CASADO,SUPERIOR,11001000,1
23/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,13:08,CHAPINERO CENTRAL E-2,URBANA,SOBRE ANDEN - VIA PUBLICA,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,PASAJERO MOTOCICLETA,46,MASCULINO,COLOMBIA,EMPLEADO PUBLICO,CASADO,SUPERIOR,11001000,1
23/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,13:45,LA CASTELLANA E-12,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,22,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
23/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,13:55,GALAN E-16,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,ARMA BLANCA,A PIE,A PIE,17,MASCULINO,COLOMBIA,ESTUDIANTE,SOLTERO,SECUNDARIA,11001000,1
23/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,14:05,URB. SANTANDER E-15,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,ARMA BLANCA,A PIE,A PIE,25,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
23/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,15:00,SANTA INES E-3,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,ARMA BLANCA,A PIE,A PIE,32,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
23/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,15:45,CIUDADELA EL PORVENIR E-7,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,TECNICO,11001000,1
23/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,17:00,EL LISTON E-14,URBANA,EMPRESA,SAMSUNG,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,34,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,UNION LIBRE,SECUNDARIA,11001000,1
23/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,18:00,PABLO SEXTO E-13,URBANA,PARQUES,NO REPORTADO,NO REPORTADO,ARMA DE FUEGO,A PIE,A PIE,49,MASCULINO,COLOMBIA,INDEPENDIENTE,CASADO,TECNICO,11001000,1
23/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,18:20,ESTADOS UNIDOS   E-8,URBANA,VIAS PUBLICAS,MOTOROLA,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,40,FEMENINO,COLOMBIA,AMA DE CASA,UNION LIBRE,SECUNDARIA,11001000,1
23/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,18:30,MARLY E-2,URBANA,ESTACION TRANSMILENIO (INICIAL),NO REPORTADO,NO REPORTADO,PERRO,PASAJERO BUS,PASAJERO BUS,37,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,UNION LIBRE,TECNICO,11001000,1
23/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,20:15,VILLAS DE GRANADA E-10,URBANA,VIAS PUBLICAS,SAMSUNG,NO REPORTADO,ARMA BLANCA,VEHICULO,PASAJERO BUS,40,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SUPERIOR,11001000,1
23/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,20:40,VILLA DEL RIO E-7,URBANA,SOBRE ANDEN - VIA PUBLICA,ERICSSON,NO REPORTADO,ARMA DE FUEGO,A PIE,PASAJERO MOTOCICLETA,30,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,UNION LIBRE,SUPERIOR,11001000,1
23/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,22:00,ANTONIO JOSE DE SUCRE E-5,URBANA,RESTAURANTES,NO REPORTADO,LINEA STANDARD,ARMA DE FUEGO,A PIE,A PIE,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,11001000,3
23/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,22:10,LOMBARDIA II E-11,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,ARMA DE FUEGO,A PIE,A PIE,25,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,TECNICO,11001000,1
23/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,22:30,IBERIA E-11,URBANA,PARQUEADERO,NO REPORTADO,NO REPORTADO,CONTUNDENTES,VEHICULO,A PIE,21,FEMENINO,COLOMBIA,ESTUDIANTE,SOLTERO,TECNICO,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,0:10,CIUDADELA COLSUBSIDIO E-10,URBANA,VIAS PUBLICAS,SAMSUNG,LINEA STANDARD,ARMA BLANCA,A PIE,A PIE,32,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,0:20,BELALCAZAR E-13,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,ARMA BLANCA,A PIE,CONDUCTOR MOTOCICLETA,34,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SUPERIOR,11001000,2
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,0:30,EL CORTIJO E-10,URBANA,VIAS PUBLICAS,IPHONE,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,18,FEMENINO,COLOMBIA,ESTUDIANTE,SOLTERO,SUPERIOR,11001000,2
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,0:40,COMPARTIR E-19,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,ARMA BLANCA,A PIE,A PIE,56,FEMENINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2:25,CIUDAD JARDIN SUR E-15,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,32,FEMENINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,2:45,TEUSAQUILLO E-13,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,SIN EMPLEO DE ARMAS,A PIE,A PIE,55,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,CASADO,SECUNDARIA,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,4:07,JUAN REY E-4,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,ARMA DE FUEGO,CONDUCTOR TAXI,PASAJERO TAXI,22,MASCULINO,COLOMBIA,INDEPENDIENTE,UNION LIBRE,SECUNDARIA,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,6:30,VOTO NACIONAL E-14,URBANA,BUS TRANSMILENIO,NO REPORTADO,NO REPORTADO,NO REPORTADO,PASAJERO BUS,PASAJERO BUS,22,FEMENINO,NO REPORTADO,EMPLEADO PARTICULAR,UNION LIBRE,SECUNDARIA,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,8:20,NICOLAS DE FEDERMAN E-13,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,SIN EMPLEO DE ARMAS,A PIE,A PIE,32,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,9:05,VEINTE DE JULIO E-4,URBANA,VIAS PUBLICAS,SAMSUNG,LINEA STANDARD,SIN EMPLEO DE ARMAS,A PIE,A PIE,29,FEMENINO,COLOMBIA,INDEPENDIENTE,UNION LIBRE,SECUNDARIA,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,14:00,CUNDINAMARCA E-16,URBANA,OFICINAS,BLACKBERRY,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,43,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,UNION LIBRE,SECUNDARIA,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,14:00,SUCRE E-2,URBANA,HOSPITALES,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,22,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,TECNICO,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,14:30,LA CATEDRAL E-17,URBANA,ESTACION TRANSMILENIO (INICIAL),SAMSUNG,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,47,FEMENINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SUPERIOR,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,15:00,MONTEVIDEO E-9,URBANA,VIAS PUBLICAS,LG,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,46,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,CASADO,SECUNDARIA,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,15:00,SAN CRISTOBAL E-4,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,ARMA BLANCA,A PIE,A PIE,19,FEMENINO,COLOMBIA,ESTUDIANTE,SOLTERO,SECUNDARIA,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,15:30,JOSE JOAQUIN VARGAS E-12,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,ARMA BLANCA,A PIE,A PIE,17,MASCULINO,COLOMBIA,ESTUDIANTE,SOLTERO,SECUNDARIA,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,15:30,LOS PERIODISTAS E-8,URBANA,OFICINAS,SAMSUNG,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,21,FEMENINO,COLOMBIA,EMPLEADO PUBLICO,SOLTERO,TECNOLOGO,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,17:28,LA CONCORDIA E-17,URBANA,RESTAURANTES,SAMSUNG,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,24,FEMENINO,COLOMBIA,INDEPENDIENTE,SOLTERO,TECNICO,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,18:30,LA SOLEDAD E-13,URBANA,SOBRE ANDEN - VIA PUBLICA,NO REPORTADO,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,34,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SUPERIOR,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,18:55,EL ESPARTILLAL E-2,URBANA,VIAS PUBLICAS,SAMSUNG,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,27,MASCULINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SUPERIOR,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,21:30,SAN MARTIN E-3,URBANA,VIAS PUBLICAS,IPHONE,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,30,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SUPERIOR,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,21:40,EL RETIRO E-2,URBANA,INTERIOR VEHICULO SERVICIO PUBLICO,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,PASAJERO BUS,A PIE,34,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SUPERIOR,11001000,1
24/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,22:30,NICOLAS DE FEDERMAN E-13,URBANA,INTERIOR VEHICULO SERVICIO PUBLICO,SAMSUNG,NO REPORTADO,CONTUNDENTES,PASAJERO BUS,PASAJERO BUS,48,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,UNION LIBRE,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,0:00,CENTRO ADMINISTRATIVO E-17,URBANA,LOCAL COMERCIAL,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,34,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,CASADO,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,0:18,MODELIA E-9,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,23,MASCULINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,0:30,CHICO NAVARRA E-1,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,27,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,0:30,TENERIFE E-5,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,ARMA BLANCA,A PIE,A PIE,22,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,0:30,URB. LA TRINITARIA E-11,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,A PIE,28,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,0:35,CANDELARIA III-IV E-19,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,ARMA BLANCA,A PIE,A PIE,19,FEMENINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,0:40,ALPES LOS E-19,URBANA,VIAS PUBLICAS,NOKIA,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,43,FEMENINO,COLOMBIA,INDEPENDIENTE,CASADO,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,0:40,VILLAS DEL MADRIGAL E-10,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,ARMA BLANCA,A PIE,A PIE,48,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,UNION LIBRE,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,1:30,LA ISABELA I E-10,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,26,MASCULINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,2:45,CHAPINERO CENTRAL E-2,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,SIN EMPLEO DE ARMAS,A PIE,A PIE,48,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,3:40,CHAPINERO CENTRAL E-2,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,ARMA BLANCA,A PIE,A PIE,18,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,7:30,CHAPINERO CENTRAL E-2,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,ARMA BLANCA,A PIE,A PIE,38,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,UNION LIBRE,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,7:30,CHAPINERO SUR OCC. E-13,URBANA,VIAS PUBLICAS,SAMSUNG,NO REPORTADO,CONTUNDENTES,A PIE,A PIE,26,FEMENINO,COLOMBIA,EMPLEADO PUBLICO,SOLTERO,SUPERIOR,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,10:05,VILLA ALSACIA E-8,URBANA,VIAS PUBLICAS,NOKIA,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,19,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,10:40,COUNTRY SUR E-18,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,SIN EMPLEO DE ARMAS,A PIE,A PIE,20,FEMENINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,2
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,11:00,LA ESTANZUELA E-14,URBANA,LOCAL COMERCIAL,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,51,MASCULINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,12:10,QUINTA CAMACHO E-2,URBANA,INTERIOR VEHICULO SERVICIO PUBLICO,BLACKBERRY,NO REPORTADO,CONTUNDENTES,PASAJERO BUS,PASAJERO BUS,38,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SUPERIOR,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,12:45,CASA BLANCA E-11,URBANA,CANCHA DE FUTBOL,NO REPORTADO,NO REPORTADO,CONTUNDENTES,A PIE,A PIE,22,MASCULINO,COLOMBIA,ESTUDIANTE,SOLTERO,TECNOLOGO,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,13:10,NUEVA GLORIA E-4,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,SIN EMPLEO DE ARMAS,A PIE,A PIE,21,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,3
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,13:55,SAN CRISTÓBAL E-1,URBANA,INTERIOR VEHICULO SERVICIO PUBLICO,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,32,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,14:00,LA MACARENA E-3,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,36,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SUPERIOR,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,14:50,CIUDAD KENNEDY CENTRAL E-8,URBANA,VIAS PUBLICAS,ALCATEL,LINEA STANDARD,SIN EMPLEO DE ARMAS,A PIE,A PIE,29,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,15:20,SAMPER MENDOZA E-14,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,SIN EMPLEO DE ARMAS,A PIE,A PIE,33,FEMENINO,COLOMBIA,INDEPENDIENTE,UNION LIBRE,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,21:00,ALTAMIRA E-4,URBANA,VIAS PUBLICAS,NOKIA,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,26,MASCULINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,21:00,TIBABITA E-1,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,COLOMBIA,INDEPENDIENTE,CASADO,SECUNDARIA,11001000,1
25/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,23:00,SANTA FE E-14,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,42,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,UNION LIBRE,SUPERIOR,11001000,1
26/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,0:30,SAN LUIS 20 DE JULIO E-4,URBANA,VIAS PUBLICAS,SAMSUNG,LINEA STANDARD,CONTUNDENTES,A PIE,A PIE,26,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
26/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,0:50,LAS CRUCES E-4,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,44,MASCULINO,COLOMBIA,INDEPENDIENTE,UNION LIBRE,SECUNDARIA,11001000,1
26/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,1:40,URB. MARSELLA E-8,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,26,MASCULINO,COLOMBIA,INDEPENDIENTE,SEPARADO,SECUNDARIA,11001000,1
26/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2:00,PERDOMO ALTO E-19,URBANA,SOBRE ANDEN - VIA PUBLICA,ALCATEL,NO REPORTADO,CONTUNDENTES,A PIE,A PIE,37,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,UNION LIBRE,SECUNDARIA,11001000,1
26/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,2:50,LA CABRERA E-2,URBANA,SOBRE ANDEN - VIA PUBLICA,NO REPORTADO,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,34,MASCULINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SUPERIOR,11001000,1
26/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,5:10,VALBANERA E-15,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,19,MASCULINO,COLOMBIA,DESEMPLEADO,SOLTERO,SECUNDARIA,11001000,1
26/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,5:30,SAN JUAN DE USME E-5,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,SIN EMPLEO DE ARMAS,A PIE,A PIE,38,FEMENINO,COLOMBIA,INDEPENDIENTE,UNION LIBRE,SECUNDARIA,11001000,1
26/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,10:00,VEINTE DE JULIO E-4,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,58,FEMENINO,COLOMBIA,PENSIONADO,VIUDO,SECUNDARIA,11001000,1
26/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,13:15,EL CENTENARIO E-18,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,SIN EMPLEO DE ARMAS,A PIE,A PIE,43,FEMENINO,COLOMBIA,INDEPENDIENTE,UNION LIBRE,SECUNDARIA,11001000,1
26/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,15:30,LA ALAMEDA E-3,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,CONTUNDENTES,A PIE,A PIE,63,MASCULINO,COLOMBIA,EMPLEADO PUBLICO,CASADO,SUPERIOR,11001000,1
26/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,16:30,EL SALITRE E-13,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,CONTUNDENTES,A PIE,A PIE,34,MASCULINO,COLOMBIA,EMPLEADO PUBLICO,SOLTERO,SUPERIOR,11001000,1
26/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,17:10,PATIO BONITO I E-8,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,33,FEMENINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
26/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,17:25,CHUCUA EL BURRO E-8,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,CONTUNDENTES,VEHICULO,A PIE,23,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,CASADO,SECUNDARIA,11001000,1
26/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,17:30,METROPOLIS E-12,URBANA,CASAS DE HABITACION,SAMSUNG,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,49,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SEPARADO,SUPERIOR,11001000,1
26/01/2014,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,19:05,SAN BERNARDO (SAN BERNARDINO) E-3,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,SIN EMPLEO DE ARMAS,A PIE,A PIE,47,FEMENINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
