FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA,CLASE SITIO,MARCA,LINEA,ARMA EMPLEADA,MOVIL VICTIMA,MOVIL AGRESOR,EDAD,GENERO,PAIS PERSONA,EMPLEADO,ESTADO  CIVIL,ESCOLARIDAD ,CODIGO DANE,2014
01/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,6:00,BERLIN SUBA E-11,URBANA,RODANDO SOBRE VIA - VIA PUBLICA,NO REPORTADO,LINEA STANDARD,SIN EMPLEO DE ARMAS,CONDUCTOR TAXI,A PIE,61,MASCULINO,NO REPORTADO,INDEPENDIENTE,CASADO,SECUNDARIA,11001000,1
01/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,6:00,LA TOSCANA E-11,URBANA,RODANDO SOBRE VIA - VIA PUBLICA,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,CONDUCTOR TAXI,A PIE,35,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,CASADO,SECUNDARIA,11001000,1
01/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,10:00,ALFONSO LOPEZ E-5,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,CONTUNDENTES,A PIE,A PIE,43,MASCULINO,COLOMBIA,INDEPENDIENTE,UNION LIBRE,SECUNDARIA,11001000,1
01/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,10:00,EL RINCÓN DE IBERIA E-11,URBANA,LOCAL COMERCIAL,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,2
01/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,10:40,ARBOLEDA DE LOS ALPES E-4,URBANA,VIAS PUBLICAS,-,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,22,MASCULINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
01/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,15:00,CANDELARIA III-IV E-19,URBANA,VIAS PUBLICAS,NOKIA,NO REPORTADO,CONTUNDENTES,A PIE,A PIE,56,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,UNION LIBRE,SECUNDARIA,11001000,1
01/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,19:00,VERAGUAS E-14,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,38,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,UNION LIBRE,SECUNDARIA,11001000,1
01/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,19:55,GUACAMAYAS I-II E-4,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,26,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
01/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,20:00,SANTA INES E-3,URBANA,ESTACION TRANSMILENIO (INICIAL),-,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,23,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
02/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,8:30,LA PERLA E-10,URBANA,VIAS PUBLICAS,NOKIA,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,19,FEMENINO,COLOMBIA,ESTUDIANTE,SOLTERO,SUPERIOR,11001000,1
02/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,10:45,EL PORVENIR E-5,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,39,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
02/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,12:30,SANTO DOMINGO E-19,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,ARMA BLANCA,A PIE,A PIE,32,FEMENINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
02/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,15:15,URB. LOS HEROES E-2,URBANA,ESTACION TRANSMILENIO (INICIAL),SAMSUNG,NO REPORTADO,SIN EMPLEO DE ARMAS,PASAJERO BUS,PASAJERO BUS,29,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
02/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,15:30,POLO CLUB E-12,URBANA,ESTACION TRANSMILENIO (INICIAL),NO REPORTADO,NO REPORTADO,ARMA BLANCA,PASAJERO BUS,PASAJERO BUS,26,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
02/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,17:00,LUCERO MEDIO E-19,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,28,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,UNION LIBRE,SECUNDARIA,11001000,1
02/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,18:25,SAN FERNANDO E-12,URBANA,INTERIOR VEHICULO SERVICIO PUBLICO,NOKIA,NO REPORTADO,ARMA BLANCA,PASAJERO BUS,PASAJERO BUS,24,FEMENINO,COLOMBIA,AMA DE CASA,UNION LIBRE,SECUNDARIA,11001000,1
03/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,0:00,LA CANDELARIA E-17,URBANA,VIAS PUBLICAS,LG,NO REPORTADO,CONTUNDENTES,NO REPORTADO,A PIE,21,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
03/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,0:10,LAS CRUCES E-3,URBANA,VIAS PUBLICAS,HUAWEI,LINEA STANDARD,ARMA BLANCA,CONDUCTOR TAXI,PASAJERO TAXI,26,MASCULINO,COLOMBIA,INDEPENDIENTE,UNION LIBRE,SECUNDARIA,11001000,1
03/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,14:00,CIUDAD SALITRE II E-13,URBANA,AEROPUERTO,SAMSUNG,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,24,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
03/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,15:15,JOSE JOAQUIN VARGAS E-12,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,ARMA BLANCA,PASAJERO BUS,PASAJERO BUS,44,MASCULINO,COLOMBIA,AMA DE CASA,CASADO,SECUNDARIA,11001000,1
03/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,15:30,SAN DIEGO E-3,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,47,FEMENINO,NO REPORTADO,RELIGIOSO,SOLTERO,SUPERIOR,11001000,1
03/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,17:00,EL TRIUNFO E-8,URBANA,VIAS PUBLICAS,NOKIA,LINEA STANDARD,SIN EMPLEO DE ARMAS,A PIE,A PIE,21,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
03/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,17:20,DIANA TURBAY E-18,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,SIN EMPLEO DE ARMAS,A PIE,A PIE,17,MASCULINO,COLOMBIA,ESTUDIANTE,SOLTERO,SECUNDARIA,11001000,1
03/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,17:20,SAGRADO CORAZON E-3,URBANA,VIAS PUBLICAS,LG,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,52,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,CASADO,SECUNDARIA,11001000,1
03/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,17:40,VERACRUZ E-3,URBANA,TRANSPORTE PÚBLICO,SAMSUNG,NO REPORTADO,ARMA BLANCA,PASAJERO BUS,PASAJERO BUS,20,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,TECNICO,11001000,1
03/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,19:30,VOTO NACIONAL E-14,URBANA,BUS TRANSMILENIO,NO REPORTADO,NO REPORTADO,ARMA BLANCA,PASAJERO BUS,PASAJERO BUS,25,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
03/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,23:50,ARMENIA E-13,URBANA,VIAS PUBLICAS,NOKIA,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,22,FEMENINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
04/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,0:00,SANTA ISABEL OCCIDENTAL E-16,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,22,FEMENINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
04/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,0:05,CIUDAD JARDIN SUR E-15,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,32,FEMENINO,COLOMBIA,INDEPENDIENTE,UNION LIBRE,SECUNDARIA,11001000,1
04/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,1:00,SALAZAR GÓMEZ E-16,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,SIN EMPLEO DE ARMAS,A PIE,A PIE,24,FEMENINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
04/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,7:00,MINUTO DE DIOS E-10,URBANA,CENTRO COMERCIAL,IPHONE,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,37,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,CASADO,SUPERIOR,11001000,1
04/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,7:30,LA SABANA E-14,URBANA,ESTACION TRANSMILENIO (INICIAL),SAMSUNG,NO REPORTADO,CONTUNDENTES,A PIE,A PIE,23,MASCULINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
04/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,12:15,PERDOMO E-19,URBANA,INTERIOR VEHICULO SERVICIO PUBLICO,SAMSUNG,LINEA STANDARD,ARMA BLANCA,PASAJERO BUS,A PIE,26,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
04/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,14:00,URB. CLARET EL CARMEN E-6,URBANA,SOBRE ANDEN - VIA PUBLICA,SAMSUNG,NO REPORTADO,CONTUNDENTES,A PIE,BICICLETA,27,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,CASADO,SUPERIOR,11001000,1
04/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,14:00,VEINTE DE JULIO E-4,URBANA,VIAS PUBLICAS,ALCATEL,NO REPORTADO,CONTUNDENTES,A PIE,A PIE,25,MASCULINO,COLOMBIA,INDEPENDIENTE,CASADO,SECUNDARIA,11001000,1
04/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,14:30,OLARTE E-7,URBANA,BUS TRANSMILENIO,SAMSUNG,NO REPORTADO,SIN EMPLEO DE ARMAS,PASAJERO BUS,PASAJERO BUS,26,MASCULINO,NO REPORTADO,ESTUDIANTE,SOLTERO,SUPERIOR,11001000,1
04/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,14:40,TINTALITO E-8,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,PASAJERO BUS,A PIE,34,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,CASADO,SECUNDARIA,11001000,1
04/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,18:30,MARLY E-2,URBANA,VIAS PUBLICAS,SAMSUNG,NO REPORTADO,ARMA BLANCA,PASAJERO BUS,PASAJERO BUS,25,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SUPERIOR,11001000,1
04/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,18:30,MOLINOS DEL SUR E-18,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,ARMA BLANCA,A PIE,A PIE,28,MASCULINO,COLOMBIA,INDEPENDIENTE,UNION LIBRE,SECUNDARIA,11001000,1
04/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,20:30,FERIAS E-10,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,23,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
04/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,20:30,LA ESTACIÓN E-7,URBANA,VIAS PUBLICAS,NOKIA,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,35,MASCULINO,NO REPORTADO,EMPLEADO PARTICULAR,UNION LIBRE,SECUNDARIA,11001000,2
04/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,22:20,FLORIDA BLANCA E-10,URBANA,NO DEFINIDO,NO REPORTADO,NO REPORTADO,ARMA BLANCA,A PIE,BICICLETA,20,FEMENINO,COLOMBIA,ESTUDIANTE,SOLTERO,SECUNDARIA,11001000,1
05/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,0:30,TIMIZA CÉLULA A LOTE RA-2 E-8,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,34,MASCULINO,COLOMBIA,INDEPENDIENTE,CASADO,TECNICO,11001000,1
05/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,6:00,CHICO I E-2,URBANA,VIAS PUBLICAS,BLACKBERRY,NO REPORTADO,SIN EMPLEO DE ARMAS,NO REPORTADO,A PIE,25,MASCULINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
05/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,7:10,GALAN E-16,URBANA,ESTACION TRANSMILENIO (INICIAL),NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,34,MASCULINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
05/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,10:00,ENGATIVA E-10,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,ARMA BLANCA,A PIE,PASAJERO MOTOCICLETA,32,MASCULINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
05/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,11:30,CERRO MONSERRATE E-3,RURAL,VIAS PUBLICAS,NOKIA,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,52,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SEPARADO,SUPERIOR,11001000,1
05/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,14:00,LA URIBE E-1,URBANA,CENTRO COMERCIAL,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,64,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,CASADO,SUPERIOR,11001000,1
06/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,0:17,BOGOTA SECTOR TEQUENDAMA E-19,URBANA,VIAS PUBLICAS,HUAWEI,LINEA STANDARD,ARMA BLANCA,CONDUCTOR TAXI,A PIE,34,MASCULINO,COLOMBIA,INDEPENDIENTE,CASADO,SECUNDARIA,11001000,1
06/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,7:00,CHAPINERO CENTRAL E-2,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,CONTUNDENTES,A PIE,A PIE,21,MASCULINO,COLOMBIA,DESEMPLEADO,SOLTERO,TECNICO,11001000,1
06/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,11:50,JARDÍN DE SAN JORGE E-18,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,25,MASCULINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
06/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12:00,LA ESPERANZA E-9,URBANA,SOBRE ANDEN - VIA PUBLICA,SAMSUNG,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,44,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,CASADO,SECUNDARIA,11001000,1
06/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,13:10,ASOVIVIR E-7,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,SIN EMPLEO DE ARMAS,A PIE,PASAJERO MOTOCICLETA,19,MASCULINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
06/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,14:10,EL TINTAL E-8,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,ARMA BLANCA,A PIE,A PIE,60,MASCULINO,COLOMBIA,INDEPENDIENTE,CASADO,SECUNDARIA,11001000,2
06/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,15:30,LA IGUALDAD E-8,URBANA,VIAS PUBLICAS,NO REPORTADO,LINEA STANDARD,SIN EMPLEO DE ARMAS,A PIE,A PIE,15,FEMENINO,COLOMBIA,ESTUDIANTE,SOLTERO,SECUNDARIA,11001000,1
06/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,15:35,EL PESEBRE E-18,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,17,MASCULINO,COLOMBIA,ESTUDIANTE,SOLTERO,SECUNDARIA,11001000,1
06/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,19:00,ALTA BLANCA E-1,URBANA,VIAS PUBLICAS,ALCATEL,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,52,FEMENINO,COLOMBIA,AMA DE CASA,CASADO,SECUNDARIA,11001000,1
06/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,19:40,URB. PUENTE ARANDA E-16,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,24,MASCULINO,COLOMBIA,ESTUDIANTE,SOLTERO,SUPERIOR,11001000,1
06/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,22:00,ENGATIVA E-10,URBANA,CASAS DE HABITACION,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,35,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,UNION LIBRE,SECUNDARIA,11001000,1
07/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,0:20,CIUDAD JARDIN SUR E-15,URBANA,VIAS PUBLICAS,SAMSUNG,LINEA STANDARD,CONTUNDENTES,A PIE,A PIE,23,MASCULINO,NO REPORTADO,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
07/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,6:40,GRAN BRITALIA E-8,URBANA,ESTACION TRANSMILENIO (INICIAL),NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,PASAJERO BUS,PASAJERO BUS,39,MASCULINO,NO REPORTADO,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
07/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,10:00,ARBORIZADORA BAJA E-19,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,CONTUNDENTES,A PIE,A PIE,29,FEMENINO,COLOMBIA,INDEPENDIENTE,SOLTERO,SECUNDARIA,11001000,1
07/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,10:00,FONTIBON CENTRO E-9,URBANA,LOCAL COMERCIAL,NO REPORTADO,LINEA STANDARD,CONTUNDENTES,A PIE,A PIE,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,11001000,1
07/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,10:30,LA VERACRUZ E-3,URBANA,OFICINAS,IPHONE,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SUPERIOR,11001000,1
07/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,11:25,VEINTE DE JULIO E-4,URBANA,VIAS PUBLICAS,SAMSUNG,LINEA STANDARD,CONTUNDENTES,A PIE,A PIE,30,MASCULINO,COLOMBIA,INDEPENDIENTE,CASADO,SECUNDARIA,11001000,1
07/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,12:30,BELLAVISTA E-10,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,CONTUNDENTES,A PIE,BICICLETA,23,FEMENINO,COLOMBIA,ESTUDIANTE,SOLTERO,SUPERIOR,11001000,1
07/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,13:30,VILLA MAYOR E-15,URBANA,SOBRE ANDEN - VIA PUBLICA,SAMSUNG,NO REPORTADO,ARMA BLANCA,VEHICULO,PASAJERO MOTOCICLETA,30,MASCULINO,COLOMBIA,INDEPENDIENTE,CASADO,SECUNDARIA,11001000,1
07/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,14:00,SUBA CENTRO E-11,URBANA,LOCAL COMERCIAL,NO REPORTADO,NO REPORTADO,NO REPORTADO,A PIE,A PIE,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,NO REPORTADO,11001000,10
07/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,17:30,CLARET E-18,URBANA,VIAS PUBLICAS,BLACKBERRY,LINEA STANDARD,CONTUNDENTES,A PIE,A PIE,27,MASCULINO,COLOMBIA,INDEPENDIENTE,UNION LIBRE,SECUNDARIA,11001000,1
07/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,18:50,FÁTIMA E-6,URBANA,APARTAMENTO EN CONJUNTO CERRADO,BLACKBERRY,NO REPORTADO,CONTUNDENTES,A PIE,A PIE,44,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
07/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,19:30,SANTA HELENITA E-10,URBANA,VIAS PUBLICAS,NOKIA,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,20,MASCULINO,NO REPORTADO,ESTUDIANTE,SOLTERO,SECUNDARIA,11001000,1
07/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,20:00,CANDELARIA III-IV E-19,URBANA,TRANSPORTE PÚBLICO,NO REPORTADO,NO REPORTADO,SIN EMPLEO DE ARMAS,PASAJERO BUS,PASAJERO BUS,34,MASCULINO,COLOMBIA,EMPLEADO PARTICULAR,UNION LIBRE,SECUNDARIA,11001000,1
07/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,20:00,SUBA CENTRO E-11,URBANA,VIAS PUBLICAS,IPHONE,NO REPORTADO,SIN EMPLEO DE ARMAS,A PIE,A PIE,46,FEMENINO,COLOMBIA,EMPLEADO PARTICULAR,SOLTERO,SECUNDARIA,11001000,1
07/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,20:20,PIO XII E-8,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADO,CONTUNDENTES,A PIE,A PIE,49,FEMENINO,NO REPORTADO,DESEMPLEADO,UNION LIBRE,SECUNDARIA,11001000,1
07/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,20:40,RICAURTE E-14,URBANA,VIAS PUBLICAS,NOKIA,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,50,FEMENINO,COLOMBIA,COMERCIANTE,UNION LIBRE,TECNICO,11001000,1
08/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,1:30,URB. URBANA QUIROGA E-18,URBANA,VIAS PUBLICAS,LG,NO REPORTADO,ARMA BLANCA,A PIE,A PIE,16,MASCULINO,COLOMBIA,ESTUDIANTE,SOLTERO,SECUNDARIA,11001000,1
08/01/2014 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,8:00,PALOQUEMAO E-14,URBANA,ESTACION TRANSMILENIO (INICIAL),SAMSUNG,LINEA STANDARD,SIN EMPLEO DE ARMAS,PASAJERO BUS,PASAJERO BUS,22,MASCULINO,COLOMBIA,INDEPENDIENTE,UNION LIBRE,SECUNDARIA,11001000,1
